entry_ts,exit_ts,pnl_pct
2025-06-13 14:30:00+00:00,2025-06-13 15:00:00+00:00,0.7715779719353962
2025-06-14 00:00:00+00:00,2025-06-14 07:00:00+00:00,-1.5
2025-06-14 13:00:00+00:00,2025-06-14 16:00:00+00:00,-1.5
2025-06-15 14:00:00+00:00,2025-06-15 14:30:00+00:00,-0.07339485723300498
2025-06-16 11:30:00+00:00,2025-06-16 12:00:00+00:00,0.4480962181631123
2025-06-18 17:30:00+00:00,2025-06-18 18:00:00+00:00,0.3904107703320257
2025-06-19 12:30:00+00:00,2025-06-19 14:30:00+00:00,-1.5
2025-06-19 13:00:00+00:00,2025-06-19 14:30:00+00:00,-1.5
2025-06-20 09:00:00+00:00,2025-06-20 11:30:00+00:00,0.26373324544055976
2025-06-21 04:00:00+00:00,2025-06-21 13:00:00+00:00,-1.5
2025-06-22 02:30:00+00:00,2025-06-22 03:00:00+00:00,0.12110311750599739
2025-06-24 09:00:00+00:00,2025-06-24 09:30:00+00:00,0.2832704890761907
2025-06-24 10:30:00+00:00,2025-06-24 11:00:00+00:00,0.05079681274900624
2025-06-24 11:00:00+00:00,2025-06-24 14:00:00+00:00,0.03765649991726397
2025-06-27 01:00:00+00:00,2025-06-27 01:30:00+00:00,0.7183018205233277
2025-06-27 13:00:00+00:00,2025-06-27 13:30:00+00:00,0.17774566473987824
2025-06-27 14:30:00+00:00,2025-06-27 15:30:00+00:00,0.19830854057779368
2025-06-27 15:00:00+00:00,2025-06-27 15:30:00+00:00,0.2845204533686222
2025-06-29 21:00:00+00:00,2025-06-29 21:30:00+00:00,0.39722222222222453
2025-07-02 01:00:00+00:00,2025-07-02 01:30:00+00:00,0.4700962554290389
2025-07-02 13:00:00+00:00,2025-07-02 13:30:00+00:00,0.4361717362662477
