entry_ts,exit_ts,pnl_pct
2025-06-18 17:30:00+00:00,2025-06-18 18:00:00+00:00,0.09985819941055243
2025-06-19 09:00:00+00:00,2025-06-19 09:30:00+00:00,0.39621938531620204
2025-06-19 09:30:00+00:00,2025-06-19 15:30:00+00:00,-1.5
2025-06-19 14:00:00+00:00,2025-06-19 16:30:00+00:00,-1.5
2025-06-22 12:30:00+00:00,2025-06-22 13:00:00+00:00,-1.9818423790001858
2025-06-25 02:00:00+00:00,2025-06-25 02:30:00+00:00,0.2981091640668259
2025-06-25 17:00:00+00:00,2025-06-25 17:30:00+00:00,0.4795150377060365
2025-06-25 21:00:00+00:00,2025-06-25 22:30:00+00:00,-1.5
2025-06-26 01:30:00+00:00,2025-06-26 02:00:00+00:00,0.42691484300666394
2025-06-27 13:00:00+00:00,2025-06-27 13:30:00+00:00,0.2666944908180248
2025-06-27 14:00:00+00:00,2025-06-27 15:30:00+00:00,0.292150900222793
2025-06-29 16:30:00+00:00,2025-06-29 17:30:00+00:00,0.2176888732228916
2025-06-29 17:30:00+00:00,2025-06-29 18:30:00+00:00,0.3100064397154783
2025-06-29 21:00:00+00:00,2025-06-29 21:30:00+00:00,0.3246399719002474
2025-06-30 16:30:00+00:00,2025-06-30 17:00:00+00:00,0.39603923882578584
2025-06-30 20:30:00+00:00,2025-07-01 00:30:00+00:00,-1.5
2025-07-01 15:00:00+00:00,2025-07-01 18:00:00+00:00,-1.5
