entry_ts,exit_ts,pnl_pct
2025-06-13 15:30:00+00:00,2025-06-13 21:00:00+00:00,0.5
2025-06-14 08:30:00+00:00,2025-06-14 16:30:00+00:00,-1.5
2025-06-15 05:30:00+00:00,2025-06-15 06:00:00+00:00,0.5
2025-06-16 12:30:00+00:00,2025-06-16 13:00:00+00:00,0.5
2025-06-20 07:00:00+00:00,2025-06-20 07:30:00+00:00,0.5
2025-06-26 19:30:00+00:00,2025-06-26 20:30:00+00:00,0.5
2025-06-27 01:00:00+00:00,2025-06-27 01:30:00+00:00,0.5
2025-06-27 14:30:00+00:00,2025-06-27 15:30:00+00:00,0.5
2025-06-27 20:00:00+00:00,2025-06-27 22:30:00+00:00,0.5
2025-07-01 10:30:00+00:00,2025-07-01 11:00:00+00:00,0.5
2025-07-01 13:30:00+00:00,2025-07-01 14:00:00+00:00,0.5
