entry_ts,exit_ts,pnl_pct
2025-06-13 14:30:00+00:00,2025-06-13 15:00:00+00:00,0.5
2025-06-18 07:30:00+00:00,2025-06-18 08:00:00+00:00,0.5
2025-06-24 14:00:00+00:00,2025-06-24 14:30:00+00:00,0.5
2025-06-25 06:00:00+00:00,2025-06-25 10:00:00+00:00,0.5
2025-06-25 14:30:00+00:00,2025-06-26 03:00:00+00:00,0.5
2025-06-26 03:00:00+00:00,2025-06-26 11:00:00+00:00,-1.5
2025-06-27 08:30:00+00:00,2025-06-27 09:00:00+00:00,0.5
2025-06-27 12:00:00+00:00,2025-06-27 14:00:00+00:00,0.5
2025-06-27 15:00:00+00:00,2025-06-27 15:30:00+00:00,0.5
2025-06-29 21:00:00+00:00,2025-06-29 21:30:00+00:00,0.5
2025-06-30 13:00:00+00:00,2025-06-30 13:30:00+00:00,0.5
2025-06-30 13:30:00+00:00,2025-06-30 15:30:00+00:00,0.5
2025-07-01 16:30:00+00:00,2025-07-01 17:00:00+00:00,0.5
