entry_ts,exit_ts,pnl_pct
2025-06-18 17:30:00+00:00,2025-06-18 18:00:00+00:00,0.5
2025-06-19 09:00:00+00:00,2025-06-19 09:30:00+00:00,0.5
2025-06-19 09:30:00+00:00,2025-06-19 15:30:00+00:00,-1.5
2025-06-22 12:30:00+00:00,2025-06-22 13:00:00+00:00,0.5
2025-06-25 02:00:00+00:00,2025-06-25 02:30:00+00:00,0.5
2025-06-25 17:00:00+00:00,2025-06-25 17:30:00+00:00,0.5
2025-06-25 21:00:00+00:00,2025-06-25 22:30:00+00:00,-1.5
2025-06-26 01:30:00+00:00,2025-06-26 02:00:00+00:00,0.5
2025-06-27 13:00:00+00:00,2025-06-27 13:30:00+00:00,0.5
2025-06-27 14:00:00+00:00,2025-06-27 15:30:00+00:00,0.5
2025-06-29 16:30:00+00:00,2025-06-29 17:30:00+00:00,0.5
2025-06-29 17:30:00+00:00,2025-06-29 18:30:00+00:00,0.5
2025-06-29 21:00:00+00:00,2025-06-29 21:30:00+00:00,0.5
2025-06-30 16:30:00+00:00,2025-06-30 17:00:00+00:00,0.5
2025-06-30 20:30:00+00:00,2025-07-01 00:30:00+00:00,-1.5
2025-07-01 15:00:00+00:00,2025-07-01 18:00:00+00:00,-1.5
