entry_ts,exit_ts,pnl_pct
2025-06-13 14:30:00+00:00,2025-06-13 15:00:00+00:00,0.5
2025-06-14 00:00:00+00:00,2025-06-14 05:00:00+00:00,-1.5
2025-06-15 16:00:00+00:00,2025-06-15 22:00:00+00:00,0.5
2025-06-18 17:30:00+00:00,2025-06-18 18:00:00+00:00,0.5
2025-06-18 19:00:00+00:00,2025-06-18 19:30:00+00:00,0.5
2025-06-19 08:00:00+00:00,2025-06-19 08:30:00+00:00,0.5
2025-06-25 06:00:00+00:00,2025-06-25 06:30:00+00:00,0.5
2025-06-25 09:00:00+00:00,2025-06-25 11:00:00+00:00,-1.5
2025-06-25 13:00:00+00:00,2025-06-25 13:30:00+00:00,0.5
2025-06-27 12:00:00+00:00,2025-06-27 16:30:00+00:00,0.5
2025-06-28 09:30:00+00:00,2025-06-28 10:00:00+00:00,0.5
2025-06-29 21:00:00+00:00,2025-06-29 21:30:00+00:00,0.5
2025-06-30 13:30:00+00:00,2025-06-30 14:00:00+00:00,0.5
2025-07-02 01:00:00+00:00,2025-07-02 01:30:00+00:00,0.5
