entry_ts,exit_ts,pnl_pct
2025-06-13 14:30:00+00:00,2025-06-13 15:00:00+00:00,0.5
2025-06-14 00:00:00+00:00,2025-06-14 07:00:00+00:00,-1.5
2025-06-14 13:00:00+00:00,2025-06-14 16:00:00+00:00,-1.5
2025-06-15 14:00:00+00:00,2025-06-15 14:30:00+00:00,0.5
2025-06-16 11:30:00+00:00,2025-06-16 12:00:00+00:00,0.5
2025-06-18 17:30:00+00:00,2025-06-18 18:00:00+00:00,0.5
2025-06-19 12:30:00+00:00,2025-06-19 14:30:00+00:00,-1.5
2025-06-20 09:00:00+00:00,2025-06-20 11:30:00+00:00,0.5
2025-06-21 04:00:00+00:00,2025-06-21 13:00:00+00:00,-1.5
2025-06-22 02:30:00+00:00,2025-06-22 03:00:00+00:00,0.5
2025-06-24 09:00:00+00:00,2025-06-24 09:30:00+00:00,0.5
2025-06-24 10:30:00+00:00,2025-06-24 11:00:00+00:00,0.5
2025-06-24 11:00:00+00:00,2025-06-24 14:00:00+00:00,0.5
2025-06-27 01:00:00+00:00,2025-06-27 01:30:00+00:00,0.5
2025-06-27 13:00:00+00:00,2025-06-27 13:30:00+00:00,0.5
2025-06-27 14:30:00+00:00,2025-06-27 15:30:00+00:00,0.5
2025-06-29 21:00:00+00:00,2025-06-29 21:30:00+00:00,0.5
2025-07-02 01:00:00+00:00,2025-07-02 01:30:00+00:00,0.5
2025-07-02 13:00:00+00:00,2025-07-02 13:30:00+00:00,0.5
