entry_ts,exit_ts,pnl_pct
2025-06-13 14:30:00+00:00,2025-06-13 15:00:00+00:00,0.5467359050445091
2025-06-18 07:30:00+00:00,2025-06-18 08:00:00+00:00,0.4873417721518933
2025-06-24 14:00:00+00:00,2025-06-24 14:30:00+00:00,0.34895066273931674
2025-06-25 06:00:00+00:00,2025-06-25 10:00:00+00:00,0.25688357578816357
2025-06-25 09:30:00+00:00,2025-06-25 13:00:00+00:00,0.2522875966509532
2025-06-25 14:30:00+00:00,2025-06-25 15:00:00+00:00,-1.0
2025-06-26 03:00:00+00:00,2025-06-26 09:30:00+00:00,-1.0
2025-06-26 07:30:00+00:00,2025-06-26 11:00:00+00:00,-1.0
2025-06-27 08:30:00+00:00,2025-06-27 09:00:00+00:00,0.2955046223116351
2025-06-27 12:00:00+00:00,2025-06-27 14:00:00+00:00,-0.13038277511961255
2025-06-27 13:30:00+00:00,2025-06-27 14:00:00+00:00,0.04831932773109332
2025-06-27 15:00:00+00:00,2025-06-27 15:30:00+00:00,0.493867104500676
2025-06-29 21:00:00+00:00,2025-06-29 21:30:00+00:00,0.3783991378915089
2025-06-30 13:00:00+00:00,2025-06-30 13:30:00+00:00,0.35587368808690706
2025-06-30 13:30:00+00:00,2025-06-30 15:00:00+00:00,-1.0
2025-06-30 15:00:00+00:00,2025-06-30 15:30:00+00:00,0.2982470247668058
2025-07-01 16:30:00+00:00,2025-07-01 17:00:00+00:00,0.16771428571428465
