entry_ts,exit_ts,pnl_pct
2025-06-13 14:30:00+00:00,2025-06-13 15:00:00+00:00,0.5908600797469447
2025-06-13 17:30:00+00:00,2025-06-13 21:00:00+00:00,0.37991218545821803
2025-06-18 17:30:00+00:00,2025-06-18 18:00:00+00:00,0.18799615095485928
2025-06-18 15:00:00+00:00,2025-06-18 18:30:00+00:00,-1.0
2025-06-23 12:30:00+00:00,2025-06-23 13:00:00+00:00,0.19822962116147036
2025-06-24 09:00:00+00:00,2025-06-24 14:00:00+00:00,0.22379829450716973
2025-06-24 14:00:00+00:00,2025-06-24 14:30:00+00:00,0.33040299561854075
2025-06-26 01:30:00+00:00,2025-06-26 02:30:00+00:00,0.3149608884228055
2025-06-30 15:30:00+00:00,2025-06-30 16:00:00+00:00,0.28546761246966584
2025-07-01 13:30:00+00:00,2025-07-01 14:00:00+00:00,0.1642451556488009
