symbol,trades,wins,losses,win_rate,total_pct
SOLUSDT,15,12,3,0.8,1.428902216229074
BTCUSDT,10,9,1,0.9,1.6758729839884752
ETHUSDT,16,11,5,0.6875,0.19447264879100434
LINKUSDT,14,9,5,0.6428571428571429,-0.8199454524763123
XRPUSDT,17,12,5,0.7058823529411765,-0.20025807174186622
ATOMUSDT,17,15,2,0.8823529411764706,4.152082250186289
HBARUSDT,25,23,2,0.92,6.621326106421606
CROUSDT,12,10,2,0.8333333333333334,1.3659812918324268
SUIUSDT,9,8,1,0.8888888888888888,1.3948474842431464
