entry_ts,exit_ts,pnl_pct
2025-06-23 11:45:00+00:00,2025-06-23 12:00:00+00:00,-0.051045436268601335
2025-06-24 14:00:00+00:00,2025-06-24 14:15:00+00:00,0.433332130224505
2025-06-25 14:30:00+00:00,2025-06-25 14:45:00+00:00,0.4234993522383781
2025-06-27 13:00:00+00:00,2025-06-27 13:15:00+00:00,0.41595744680850666
2025-06-27 17:45:00+00:00,2025-06-27 18:00:00+00:00,0.23864265927977682
2025-06-29 14:00:00+00:00,2025-06-29 14:15:00+00:00,0.41637585812356825
2025-06-29 15:15:00+00:00,2025-06-29 15:30:00+00:00,0.031041156208942725
2025-06-30 14:00:00+00:00,2025-06-30 14:15:00+00:00,0.10463288934054465
2025-06-30 14:30:00+00:00,2025-06-30 14:45:00+00:00,-0.15746970519081036
2025-07-01 05:30:00+00:00,2025-07-01 05:45:00+00:00,0.15180492383221808
2025-07-01 07:45:00+00:00,2025-07-01 08:00:00+00:00,0.07113564668769788
2025-07-01 19:00:00+00:00,2025-07-01 19:15:00+00:00,0.3919445590607241
2025-07-01 21:15:00+00:00,2025-07-01 21:30:00+00:00,0.14254676902437288
2025-07-02 01:15:00+00:00,2025-07-02 01:30:00+00:00,0.27743628185906477
