timestamp,open,high,low,close,range_pct,drawdown_pct,recovery_minutes,max_gain_4h_pct,max_gain_8h_pct,max_gain_24h_pct,open_feat,high_feat,low_feat,close_feat,volume,turnover,move_pct,ret1,sma10,ema10,price_vs_sma10,price_vs_ema10,rsi14,atr14,vol_z20,cluster
2025-05-22 16:01:01.440000+00:00,178.97,180.35,177.86,178.31,1.3999775104014285,-0.6202156786053445,58.9824,0.7710789517796253,0.7710789517796253,3.581605855730009,178.97,180.35,177.86,178.31,486126.9,86933703.136,1.3999775104014285,-0.3687768899815591,178.342,178.48084237433483,-0.017943053234802057,-0.0957202868734284,42.356952035135535,1.8988895943738133,,9
2025-05-22 16:01:01.440000+00:00,178.97,180.35,177.86,178.31,1.3999775104014285,-0.6202156786053445,58.9824,0.7710789517796253,0.7710789517796253,3.581605855730009,178.97,180.35,177.86,178.31,486126.9,86933703.136,1.3999775104014285,0.0,178.368,178.44847483486473,-0.03251704341585527,-0.07759933784408493,42.35695203513553,1.961816249511456,,9
2025-05-22 16:01:01.440000+00:00,178.97,180.35,177.86,178.31,1.3999775104014285,-0.6202156786053445,58.9824,0.5419902777001726,0.5419902777001726,3.581605855730009,178.97,180.35,177.86,178.31,486126.9,86933703.136,1.3999775104014285,-0.3687768899815591,178.342,178.48084237433483,-0.017943053234802057,-0.0957202868734284,42.356952035135535,1.8988895943738133,,9
2025-05-22 16:01:01.440000+00:00,178.97,180.35,177.86,178.31,1.3999775104014285,-0.6202156786053445,58.9824,0.5419902777001726,0.5419902777001726,3.581605855730009,178.97,180.35,177.86,178.31,486126.9,86933703.136,1.3999775104014285,0.0,178.368,178.44847483486473,-0.03251704341585527,-0.07759933784408493,42.35695203513553,1.961816249511456,,9
2025-05-22 17:00:00.384000+00:00,178.31,179.94,177.93,179.03,1.129657730568196,-0.2131119959620859,0.0,0.914138298468956,0.914138298468956,3.9650047669788537,178.31,179.94,177.93,179.03,410173.9,73453288.572,1.129657730568196,0.4037911502439595,178.408,178.55781433042404,0.34863907448097287,0.26444413611726736,52.45636660224591,1.9667720658949317,,6
2025-05-22 17:00:00.384000+00:00,178.31,179.94,177.93,179.03,1.129657730568196,-0.2131119959620859,0.0,0.914138298468956,0.914138298468956,3.9650047669788537,178.31,179.94,177.93,179.03,410173.9,73453288.572,1.129657730568196,0.0,178.448,178.6460482182182,0.32614543172240296,0.214923187840574,52.45636660224591,1.9710827074234432,,6
2025-05-22 17:00:00.384000+00:00,178.31,179.94,177.93,179.03,1.129657730568196,-0.2131119959620859,58.9824,0.9029218776288404,0.9029218776288404,3.9650047669788537,178.31,179.94,177.93,179.03,410173.9,73453288.572,1.129657730568196,0.4037911502439595,178.408,178.55781433042404,0.34863907448097287,0.26444413611726736,52.45636660224591,1.9667720658949317,,6
2025-05-22 17:00:00.384000+00:00,178.31,179.94,177.93,179.03,1.129657730568196,-0.2131119959620859,58.9824,0.9029218776288404,0.9029218776288404,3.9650047669788537,178.31,179.94,177.93,179.03,410173.9,73453288.572,1.129657730568196,0.0,178.448,178.6460482182182,0.32614543172240296,0.214923187840574,52.45636660224591,1.9710827074234432,,6
2025-05-22 17:58:59.328000+00:00,179.03,179.92,178.46,179.31,0.8181105009525829,-0.3183823940121729,0.0,0.4971233871418122,0.4971233871418122,3.546891582416352,179.03,179.92,178.46,179.31,210956.1,37835095.845,0.8181105009525829,0.0,178.87,178.86957591251007,0.24598870688209185,0.2462263832421414,55.938188207016445,1.8778790207290108,-1.5037096586696215,3
2025-05-22 17:58:59.328000+00:00,179.03,179.92,178.46,179.31,0.8181105009525829,-0.3183823940121729,301.46560000000005,0.2457688655532579,0.2457688655532579,3.546891582416352,179.03,179.92,178.46,179.31,210956.1,37835095.845,0.8181105009525829,0.0,178.87,178.86957591251007,0.24598870688209185,0.2462263832421414,55.938188207016445,1.8778790207290108,-1.5037096586696215,3
