timestamp,open,high,low,close,volume,move_pct,up_move,down_move
2025-06-27 11:00:00,141.81,142.28,141.52,142.07,211043.7,0.5370265686828652,0.33142937733587113,-0.20449897750510684
2025-06-27 12:00:00,142.07,142.75,141.06,141.27,484150.3,1.1980717425209115,0.47863729147603773,-0.710917153515866
2025-06-27 13:00:00,141.27,143.24,141.09,143.22,792155.2,1.523850024806865,1.3944928151766112,-0.12741558717350238
2025-06-27 14:00:00,143.22,143.4,141.22,141.78,660954.2000000001,1.5436906953689327,0.12568077084206594,-1.396453009356235
2025-06-27 15:00:00,141.78,143.83,141.52,143.43,518055.1,1.6322781232334667,1.4459021018479414,-0.18338270560021927
2025-06-27 16:00:00,143.43,144.83,143.01,143.12,867973.1,1.2726382770435787,0.976085895558813,-0.2928257686676538
2025-06-27 17:00:00,143.12,143.19,140.69,141.45,744082.6,1.7769564290283602,0.048910005589710155,-1.69787590832868
2025-06-27 18:00:00,141.45,141.66,140.01,140.92,411033.4,1.1784872509106532,0.1484623541887649,-1.0180275715800622
2025-06-27 19:00:00,140.92,141.98,140.63,141.69,486724.8,0.9599658678802492,0.7521998296906063,-0.20579051944365034
2025-06-27 20:00:00,141.69,142.84,141.54,142.62,260327.5,0.9184682775187306,0.8116310254781606,-0.10586491636672009
2025-06-27 21:00:00,142.62,143.3,142.29,142.5,199952.4,0.7098179773701732,0.4767914738465901,-0.23138409760202813
2025-06-27 23:00:00,142.6,142.6,141.78,142.03,159307.5,0.5783608407391685,0.0,-0.5750350631135998
2025-06-28 00:00:00,142.03,142.46,141.38,141.61,259098.0,0.7638987126892153,0.3027529395198245,-0.457649792297406
2025-06-28 01:00:00,141.61,142.59,141.06,142.52,226900.7,1.0846448319863895,0.6920415224913422,-0.3883906503778062
2025-06-28 02:00:00,142.52,143.4,142.44,143.02,236099.8,0.6739679865206458,0.6174571989896123,-0.05613247263542836
2025-06-28 03:00:00,143.02,143.5,142.78,143.34,121073.7,0.504272307045804,0.3356173961683609,-0.16780869808419038
2025-06-28 05:00:00,143.42,144.08,143.22,143.85,198482.7,0.6004747940231907,0.46018686375681567,-0.13945056477477943
2025-06-28 06:00:00,143.85,144.78,143.72,144.78,271042.10000000003,0.7375452268299487,0.646506777893644,-0.09037191518943027
2025-06-28 07:00:00,144.78,146.85,144.52,146.39,704833.3,1.6122336008856795,1.4297554910899248,-0.17958281530597522
2025-06-28 08:00:00,146.39,147.24,146.13,146.35,608832.9,0.7595976185588269,0.5806407541498892,-0.17760776009289633
2025-06-28 09:00:00,146.35,147.5,145.58,147.08,653820.3,1.318862481110034,0.7857874957294197,-0.5261359754014225
2025-06-28 10:00:00,147.08,147.49,146.74,146.92,236864.6,0.5111080823224751,0.2787598585803621,-0.23116671199347524
2025-06-28 12:00:00,147.12,147.26,146.33,146.38,270414.6,0.6355497847331226,0.0951604132680712,-0.5369766177270201
2025-06-28 13:00:00,146.38,146.86,145.82,146.21,353275.8,0.7132080647373614,0.3279136494056689,-0.3825659243066008
2025-06-28 14:00:00,146.21,147.07,146.18,146.77,289793.9,0.608838418388279,0.5881950618972609,-0.020518432391766046
2025-06-28 15:00:00,146.77,148.75,146.65,148.37,738812.7,1.431980906921237,1.3490495332833614,-0.0817605777747527
2025-06-28 16:00:00,148.37,149.82,148.37,149.09,892053.1,0.9772865134461067,0.9772865134461067,0.0
2025-06-28 17:00:00,149.09,152.62,149.03,151.38,1327986.1,2.408910957525333,2.367697364008318,-0.040244147830171224
2025-06-28 18:00:00,151.38,151.54,150.31,151.2,506559.9,0.818308828421256,0.1056942792971308,-0.7068304927995728
2025-06-28 19:00:00,151.2,151.49,150.57,150.76,311842.0,0.6110114896725882,0.19179894179895535,-0.4166666666666637
2025-06-28 20:00:00,150.76,150.76,149.95,149.98,318330.3,0.5401800600200082,0.0,-0.5372777925179109
