timestamp,open,high,low,close,volume,move_pct,up_move,down_move
2025-06-28 21:00:00,149.98,151.14,149.96,150.99,227404.7,0.7868765004000923,0.7734364581944237,-0.013335111348167629
2025-06-28 23:00:00,150.9,151.22,150.43,150.64,97217.2,0.52516120454696,0.21206096752815984,-0.3114645460569906
2025-06-29 00:00:00,150.64,151.0,150.19,150.41,239987.3,0.5393168653039498,0.23898035050452315,-0.29872543813063507
2025-06-29 02:00:00,150.2,150.28,149.34,149.81,451540.8,0.6294361858845572,0.05326231691079395,-0.5725699067909356
2025-06-29 07:00:00,149.5,150.35,149.49,150.26,214574.7,0.5752893170111615,0.5685618729096952,-0.006688963210696257
2025-06-29 08:00:00,150.26,150.97,149.87,150.63,291848.1,0.7339694401814868,0.47251430853188336,-0.25955011313721976
2025-06-29 09:00:00,150.63,152.29,150.43,151.01,512395.5,1.2364554942498072,1.1020381066188654,-0.13277567549624156
2025-06-29 10:00:00,151.01,151.76,150.79,151.17,267820.8,0.643278732011406,0.49665585060592016,-0.14568571617773582
2025-06-29 11:00:00,151.17,151.68,150.83,151.39,153888.4,0.5635483657097355,0.3373685255011043,-0.2249123503340445
2025-06-29 12:00:00,151.39,151.94,150.8,151.78,315726.2,0.7559681697612641,0.36330008587093693,-0.38972191029788955
2025-06-29 13:00:00,151.78,151.94,151.04,151.78,317799.6,0.5958686440678004,0.10541573329819251,-0.48754776650415677
2025-06-29 14:00:00,151.78,152.5,151.11,151.22,479345.2,0.919859704850762,0.47437079984187563,-0.4414283831861823
2025-06-29 15:00:00,151.22,151.72,150.5,150.73,336096.5,0.8106312292358796,0.3306440946964687,-0.4761274963629142
2025-06-29 16:00:00,150.73,150.91,149.65,150.42,482488.1,0.8419645840293958,0.11941882836861065,-0.7165129702116262
2025-06-29 17:00:00,150.42,151.43,150.27,151.31,282983.1,0.7719438344313546,0.6714532641936042,-0.09972078181091429
2025-06-29 18:00:00,151.31,152.2,151.06,151.77,238559.9,0.7546670197272516,0.5881964179498951,-0.16522371290727647
2025-06-29 19:00:00,151.77,151.84,150.86,151.18,237995.2,0.6496089089221726,0.04612242208604676,-0.5995914871186641
2025-06-29 21:00:00,150.76,152.12,150.24,151.98,341618.1,1.2513312034078776,0.9020960466967456,-0.3449190766781519
2025-06-29 22:00:00,151.98,154.71,151.8,152.87,1165733.4,1.9169960474308276,1.7962889853928268,-0.11843663639951206
2025-06-29 23:00:00,152.87,153.67,152.45,153.27,466973.10000000003,0.8002623811085595,0.523320468371808,-0.2747432458952155
2025-06-30 00:00:00,153.27,154.0,152.38,152.53,668209.3,1.0631316445727816,0.4762836823905459,-0.5806746264761629
2025-06-30 01:00:00,152.53,152.54,151.5,152.0,351879.0,0.6864686468646812,0.006556087327077234,-0.67527699468957
2025-06-30 02:00:00,152.0,152.59,151.81,152.09,131667.1,0.5138001449179903,0.3881578947368443,-0.1249999999999985
2025-06-30 03:00:00,152.09,152.11,151.1,151.69,219897.5,0.6684315023163596,0.013150108488401755,-0.6509303701755599
2025-06-30 04:00:00,151.69,151.94,150.81,151.18,320299.7,0.7492871825475733,0.16480980947986026,-0.580130529369105
2025-06-30 05:00:00,151.18,151.34,150.44,151.21,371569.0,0.5982451475671402,0.105834105040347,-0.4894827358116213
2025-06-30 06:00:00,151.21,151.3,149.9,150.04,327898.6,0.9339559706471018,0.05951987302427313,-0.8663448184643887
2025-06-30 07:00:00,150.04,150.7,149.58,150.54,348035.5,0.7487632036368338,0.43988269794721185,-0.30658491069046895
2025-06-30 08:00:00,150.54,150.74,149.34,149.64,429754.9,0.937458149189772,0.1328550551348592,-0.7971303308090798
2025-06-30 09:00:00,149.64,150.4,149.64,149.82,256930.3,0.5078855920876901,0.5078855920876901,0.0
2025-06-30 11:00:00,150.11,150.97,150.04,150.28,322003.2,0.6198347107438062,0.572913196988865,-0.04663246952236466
2025-06-30 12:00:00,150.28,150.63,149.66,150.04,247672.0,0.6481357744220225,0.2328985892999696,-0.4125632153313845
2025-06-30 13:00:00,150.04,151.76,149.96,150.81,564250.5,1.2003200853560836,1.1463609704078905,-0.05331911490268201
2025-06-30 14:00:00,150.81,152.3,149.87,151.83,1207343.8,1.6214052178554792,0.9879981433591997,-0.6233008421192214
2025-06-30 15:00:00,151.83,159.95,150.74,157.79,5592474.7,6.109858033700397,5.348086675887489,-0.7179081867878571
2025-06-30 16:00:00,157.79,158.38,156.21,157.19,1263904.0,1.389155623839695,0.3739146967488456,-1.0013308828189267
2025-06-30 17:00:00,157.19,157.64,156.4,157.33,431833.0,0.7928388746802946,0.28627775303771785,-0.5025764997773345
2025-06-30 18:00:00,157.33,157.47,155.25,155.73,608087.7,1.4299516908212553,0.08898493612151932,-1.322061908091281
2025-06-30 19:00:00,155.73,157.95,155.6,157.1,632784.2,1.5102827763496107,1.4255442111346555,-0.08347781416554001
2025-06-30 20:00:00,157.1,157.65,156.02,156.52,391662.9,1.0447378541212635,0.3500954805856215,-0.6874602164226506
2025-06-30 21:00:00,156.52,156.81,155.31,155.74,547736.9,0.9658103148541627,0.18527983644262205,-0.7730641451571735
