timestamp,open,high,low,close,volume,turnover
2025-06-27 10:54:09.920,2447.76,2447.76,2443.17,2444.53,4291.75,10495658.803
2025-06-27 11:00:43.136,2444.53,2449.23,2444.52,2448.14,2461.03,6022083.2973
2025-06-27 11:05:05.280,2448.14,2448.87,2446.01,2448.57,1160.44,2839905.2473
2025-06-27 11:09:27.424,2448.57,2449.18,2446.84,2447.93,939.87,2300831.0236
2025-06-27 11:16:00.640,2447.93,2453.73,2447.54,2451.01,9018.33,22107693.8111
2025-06-27 11:20:22.784,2451.01,2452.84,2445.11,2445.89,6291.86,15405770.5522
2025-06-27 11:24:44.928,2445.89,2446.49,2441.27,2442.33,6649.34,16244637.176
2025-06-27 11:29:07.072,2442.33,2445.0,2441.4,2444.55,3773.26,9218238.3837
2025-06-27 11:35:40.288,2444.55,2446.23,2442.03,2442.3,4130.69,10095565.1933
2025-06-27 11:40:02.432,2442.3,2443.83,2441.22,2443.83,5957.49,14551357.7955
2025-06-27 11:44:24.576,2443.83,2444.79,2442.23,2444.19,1560.5,3813302.1966
2025-06-27 11:50:57.792,2444.19,2444.85,2441.88,2442.82,1188.02,2903160.0578
2025-06-27 11:55:19.936,2442.82,2446.47,2442.17,2446.09,1607.84,3929371.0737
2025-06-27 11:59:42.080,2446.09,2446.72,2443.1,2443.8,1446.28,3536195.6483
2025-06-27 12:04:04.224,2443.8,2448.47,2442.04,2447.89,2860.48,6994379.6457
2025-06-27 12:10:37.440,2447.89,2449.3,2445.86,2448.04,2520.64,6170509.254
2025-06-27 12:14:59.584,2448.04,2450.59,2446.25,2450.04,1606.21,3933570.7994
2025-06-27 12:19:21.728,2450.04,2455.64,2449.97,2453.49,6296.67,15452140.7229
2025-06-27 12:25:54.944,2453.49,2454.99,2450.04,2451.38,6743.84,16538937.6573
2025-06-27 12:30:17.088,2451.38,2451.78,2434.32,2443.68,25420.36,62034725.4525
2025-06-27 12:34:39.232,2443.68,2445.8,2439.77,2440.19,7372.13,18014967.8634
2025-06-27 12:39:01.376,2440.19,2441.76,2436.0,2437.16,4429.26,10799838.6613
2025-06-27 12:45:34.592,2437.16,2439.7,2433.71,2435.7,10300.98,25099953.1446
2025-06-27 12:49:56.736,2435.7,2437.49,2433.37,2434.0,9552.02,23265757.5578
2025-06-27 12:54:18.880,2434.0,2434.0,2425.5,2428.57,23645.99,57436481.079
2025-06-27 13:00:52.096,2428.57,2431.21,2423.72,2429.7,10012.08,24311790.5623
2025-06-27 13:05:14.240,2429.7,2432.76,2427.83,2432.0,7132.51,17339092.3995
2025-06-27 13:09:36.384,2432.0,2434.2,2431.07,2434.17,4158.8,10117709.9176
2025-06-27 13:13:58.528,2434.17,2435.55,2429.71,2431.2,4205.48,10231833.3178
2025-06-27 13:20:31.744,2431.2,2431.37,2427.75,2429.71,4138.24,10054375.9045
2025-06-27 13:24:53.888,2429.71,2430.14,2421.23,2424.6,10332.11,25056533.4866
2025-06-27 13:29:16.032,2424.6,2431.8,2421.82,2429.25,12451.49,30231098.42
2025-06-27 13:35:49.248,2429.25,2434.78,2428.26,2430.01,8458.17,20570629.8385
2025-06-27 13:40:11.392,2430.01,2430.42,2425.06,2427.43,9606.23,23325331.6868
2025-06-27 13:44:33.536,2427.43,2427.43,2416.84,2420.36,21146.5,51179486.3324
2025-06-27 13:48:55.680,2420.36,2422.82,2415.0,2421.94,11580.35,28008930.8124
2025-06-27 13:55:28.896,2421.94,2429.32,2421.91,2426.76,8874.34,21528324.1137
2025-06-27 13:59:51.040,2426.76,2434.49,2424.47,2434.48,12790.6,31073118.028
2025-06-27 14:04:13.184,2434.48,2437.1,2428.67,2430.05,14248.88,34674049.2979
2025-06-27 14:10:46.400,2430.05,2432.8,2422.14,2422.33,8879.3,21551098.2702
2025-06-27 14:15:08.544,2422.33,2424.0,2418.42,2422.02,10746.89,26021018.8678
2025-06-27 14:19:30.688,2422.02,2427.04,2417.29,2417.3,11372.86,27548158.8162
2025-06-27 14:26:03.904,2417.3,2421.88,2415.37,2419.27,8425.86,20381555.6582
2025-06-27 14:30:26.048,2419.27,2421.95,2413.43,2414.69,14376.88,34763312.0251
2025-06-27 14:34:48.192,2414.69,2425.25,2411.87,2418.9,10716.44,25917903.5032
2025-06-27 14:39:10.336,2418.9,2423.41,2417.7,2422.13,11427.57,27669674.589
2025-06-27 14:45:43.552,2422.13,2426.24,2422.13,2426.0,8825.17,21395100.6138
2025-06-27 14:50:05.696,2426.0,2426.7,2419.19,2423.5,7616.71,18460214.8
2025-06-27 14:54:27.840,2423.5,2424.0,2419.08,2421.71,2693.65,6520787.4156
2025-06-27 15:01:01.056,2421.71,2422.14,2419.43,2420.28,1754.25,4246600.2782
2025-06-27 15:05:23.200,2420.28,2425.24,2417.43,2420.8,3145.37,7615924.5636
