timestamp,tp_minutes,trail_minutes,outcome
2025-06-27 19:00:00+00:00,0.0,0.0,trail_exit
2025-06-27 21:00:00+00:00,480.0,480.0,trail_exit
2025-06-27 23:00:00+00:00,180.0,180.0,trail_exit
2025-06-28 00:00:00+00:00,120.0,120.0,trail_exit
2025-06-28 01:00:00+00:00,0.0,0.0,trail_exit
2025-06-29 14:00:00+00:00,0.0,0.0,trail_exit
2025-06-29 15:00:00+00:00,180.0,180.0,trail_exit
2025-06-29 16:00:00+00:00,120.0,120.0,trail_exit
2025-06-30 01:00:00+00:00,840.0,840.0,trail_exit
2025-06-30 03:00:00+00:00,720.0,720.0,trail_exit
2025-06-30 05:00:00+00:00,540.0,540.0,trail_exit
