timestamp,open,high,low,close,volume,ema_50,rsi,macro_bias,bias_confidence,reg_channel_distance,sr_zone_distance
2025-04-03 06:05:00,119.21,119.23,119.07,119.11,46159.0,119.11,,SHORT,0.9,,
2025-04-03 06:10:00,119.1,119.18,119.0,119.1,34584.0,119.10489999999999,,SHORT,0.9,,
2025-04-03 06:15:00,119.1,119.1,118.62,118.88,76911.0,119.0269150779896,,SHORT,0.9,,
2025-04-03 06:20:00,118.89,119.19,118.7,119.09,41406.0,119.04364494202319,,SHORT,0.9,,
2025-04-03 06:25:00,119.09,119.2,118.94,119.03,29006.0,119.04069335857096,,SHORT,0.9,,
2025-04-03 06:30:00,119.04,119.09,118.23,118.62,148350.0,118.96338320760323,,SHORT,0.9,,
2025-04-03 06:35:00,118.62,118.73,118.39,118.48,67615.0,118.88577161055073,,SHORT,0.9,,
2025-04-03 06:40:00,118.49,118.64,118.39,118.52,34480.0,118.83339873742239,,SHORT,0.9,,
2025-04-03 06:45:00,118.51,118.9,118.43,118.87,51480.0,118.83814591650287,,SHORT,0.9,,
2025-04-03 06:50:00,118.87,118.92,118.08,118.36,129524.0,118.78127625705739,,SHORT,0.9,,
2025-04-03 06:55:00,118.36,118.36,117.77,118.2,146205.0,118.71724519079139,,SHORT,0.9,,
2025-04-03 07:00:00,118.21,118.67,118.11,118.53,65128.0,118.69798531173676,,SHORT,0.9,,
2025-04-03 07:05:00,118.53,118.75,118.45,118.65,45329.0,118.69334491478307,,SHORT,0.9,,
2025-04-03 07:10:00,118.66,118.66,118.21,118.4,53836.0,118.6665193062475,37.366548042704814,SHORT,0.9,,
2025-04-03 07:15:00,118.4,118.6,118.08,118.15,59796.0,118.62162965612015,34.31372549019626,SHORT,0.9,,
2025-04-03 07:20:00,118.15,118.31,117.84,118.2,126206.0,118.58665470938924,35.48387096774211,SHORT,0.9,,
2025-04-03 07:25:00,118.2,118.91,118.2,118.73,144643.0,118.59804719851498,47.80058651026406,SHORT,0.9,,
2025-04-03 07:30:00,118.73,118.77,118.47,118.5,66423.0,118.5905563948581,41.39941690962096,SHORT,0.9,,
2025-04-03 07:35:00,118.5,118.55,118.06,118.18,84285.0,118.56031442224712,38.48238482384831,SHORT,0.9,,
2025-04-03 07:40:00,118.18,118.37,117.92,118.19,64043.0,118.53394501260075,43.465045592705046,SHORT,0.9,,
2025-04-03 07:45:00,118.19,118.45,118.03,118.33,49869.0,118.5198726719786,47.72036474164125,SHORT,0.9,,
2025-04-03 07:50:00,118.34,118.59,118.13,118.55,34321.0,118.52189135120882,50.432276657060534,SHORT,0.9,,
2025-04-03 07:55:00,118.54,118.85,118.54,118.58,52756.0,118.52567964289672,45.396825396825285,SHORT,0.9,,
2025-04-03 08:00:00,118.57,119.16,118.5,118.97,98946.0,118.5539128999276,60.0660066006601,SHORT,0.9,,
2025-04-03 08:05:00,118.96,119.09,118.68,118.91,64756.0,118.57600222470197,62.11604095563133,SHORT,0.9,,0.002683888283150276
2025-04-03 08:10:00,118.9,118.9,118.28,118.54,238207.0,118.5738187042713,50.168350168350266,SHORT,0.9,,0.005536912751677824
2025-04-03 08:15:00,118.53,119.0,118.42,118.83,89056.0,118.58902995999516,52.86624203821647,SHORT,0.9,,0.003104026845637622
2025-04-03 08:20:00,118.84,118.88,118.55,118.75,31862.0,118.59839897396047,55.892255892255854,SHORT,0.9,,0.003775167785234923
2025-04-03 08:25:00,118.75,118.75,118.17,118.25,82130.0,118.57849880669947,51.55279503105583,SHORT,0.9,,0.007969798657718144
2025-04-03 08:30:00,118.24,118.74,117.94,118.43,217915.0,118.57016590351077,53.432835820895605,SHORT,0.9,,0.006126216851292294
2025-04-03 08:35:00,118.43,118.88,118.39,118.84,50717.0,118.58505582999803,51.70278637770898,SHORT,0.9,,0.0026854649211144107
2025-04-03 08:40:00,118.84,118.98,118.66,118.9,53722.0,118.60216189369797,56.53594771241845,SHORT,0.9,,0.002181940248405429
2025-04-03 08:45:00,118.89,118.97,118.68,118.8,34296.0,118.61274755754756,60.91549295774635,SHORT,0.9,,0.0030211480362537717
2025-04-03 08:50:00,118.8,118.81,118.47,118.6,51291.0,118.61207508810176,56.765676567656705,SHORT,0.9,,0.004699563611950338
