entry_ts,exit_ts,pnl_pct
2025-06-13 07:30:00+00:00,2025-06-13 08:00:00+00:00,0.036945574278522214
2025-06-15 14:00:00+00:00,2025-06-15 14:30:00+00:00,0.14925251868704031
2025-06-19 13:00:00+00:00,2025-06-19 14:30:00+00:00,-1.0
2025-06-19 20:30:00+00:00,2025-06-19 22:00:00+00:00,0.24660072064721938
2025-06-21 08:30:00+00:00,2025-06-21 09:30:00+00:00,0.360344827586212
2025-06-22 20:30:00+00:00,2025-06-22 21:00:00+00:00,1.3311881188118853
2025-06-24 15:30:00+00:00,2025-06-24 16:00:00+00:00,0.0028993147074325987
2025-06-25 11:00:00+00:00,2025-06-25 13:00:00+00:00,-0.004702194357367684
2025-06-25 11:30:00+00:00,2025-06-25 13:00:00+00:00,0.1190585308367213
2025-06-26 01:00:00+00:00,2025-06-26 01:30:00+00:00,0.1932349405636425
2025-06-26 01:30:00+00:00,2025-06-26 02:00:00+00:00,0.3899253731343296
2025-06-26 19:30:00+00:00,2025-06-26 20:00:00+00:00,0.3023267982976291
2025-06-27 01:00:00+00:00,2025-06-27 01:30:00+00:00,0.6873280665867219
2025-06-27 13:30:00+00:00,2025-06-27 14:00:00+00:00,0.2638821406260792
2025-06-28 05:00:00+00:00,2025-06-28 05:30:00+00:00,0.4700522624123235
2025-06-28 16:00:00+00:00,2025-06-28 17:30:00+00:00,0.06342017775968689
2025-06-29 21:00:00+00:00,2025-06-29 21:30:00+00:00,0.45944530774947956
2025-06-30 11:30:00+00:00,2025-06-30 12:00:00+00:00,0.41066407818984485
2025-06-30 15:00:00+00:00,2025-06-30 15:30:00+00:00,0.4595585750016838
2025-06-30 15:30:00+00:00,2025-06-30 16:00:00+00:00,0.21985328599182463
2025-06-30 16:30:00+00:00,2025-06-30 19:00:00+00:00,0.23995244155670098
2025-07-01 01:00:00+00:00,2025-07-01 01:30:00+00:00,0.3800780468280973
2025-07-01 06:30:00+00:00,2025-07-01 07:00:00+00:00,0.03546527219094461
2025-07-02 01:00:00+00:00,2025-07-02 01:30:00+00:00,0.2952016689846979
2025-07-02 13:00:00+00:00,2025-07-02 13:30:00+00:00,0.5093502593502535
