symbol,trades,wins,losses,win_rate,total_pct
SOLUSDT,9,9,0,1.0,2.519485287253219
BTCUSDT,10,9,1,0.9,1.6758729839884752
ETHUSDT,7,7,0,1.0,3.784276860839139
XRPUSDT,10,10,0,1.0,2.796703651318342
ATOMUSDT,17,15,2,0.8823529411764706,4.152082250186289
HBARUSDT,25,24,1,0.96,6.621326106421606
CROUSDT,7,7,0,1.0,2.6057327014258225
SUIUSDT,8,8,0,1.0,2.3948474842431464
